id,address,city,state,zip,longitude,latitude,state,county,tract
36,1403 Riverside Dr, Jefferson City, MO,65101,-92.146718,38.568366,29,51,20700
37,502 S Olive St, Gallatin, MO,64640,-93.97081,39.910766,29,61,470200
38,602 S Olive St, Gallatin, MO,64640,-93.970807,39.909743,29,61,470200
39,1600 Ely St, Kennett, MO,63857,-90.036241,36.2513,29,69,360600
40,328 W 7th St, Hermann, MO,65041,-91.444675,38.7022,29,73,960100
41,506 S Grant Ave, Springfield, MO,65806,-93.298788,37.205118,29,77,100
42,1601 E Pythian St, Springfield, MO,65802,-93.26611,37.218428,29,77,800
43,2148 N Douglas Ave, Springfield, MO,65803,-93.299178,37.23616,29,77,1900
44,3319 N Grant Ave, Springfield, MO,65803,-93.296921,37.256715,29,77,4400
45,402 N Ward St, Craig, MO,64437,-95.375868,40.198824,29,87,960100
46,402 N Ward St, Craig, MO,64437,-95.375868,40.198824,29,87,960100
47,335 N Elmwood Ave, Kansas City, MO,64123,-94.527791,39.115796,29,95,700
48,1924 Van Brunt Blvd, Kansas City, MO,64127,-94.520111,39.087748,29,95,2200
49,3740 Forest Ave, Kansas City, MO,64109,-94.570827,39.058728,29,95,5300
50,2800 E Linwood Blvd, Kansas City, MO,64128,-94.550598,39.068027,29,95,5601
51,5809 Michigan Ave, Kansas City, MO,64130,-94.56358,39.021193,29,95,8000
52,8715 Holmes Rd, Kansas City, MO,64131,-94.581296,38.969481,29,95,9700
53,600 W Mechanic Ave, Independence, MO,64050,-94.421864,39.104123,29,95,11200
54,15200 White Ave, Grandview, MO,64030,-94.520487,38.849468,29,95,13410
55,400 SE Millstone Ave, Lees Summit, MO,64063,-94.312325,38.910639,29,95,13904
56,551 SW Eagles Pkwy, Grain Valley, MO,64029,-94.20429,39.010443,29,95,14006
57,4001 SW Christiansen Dr, Blue Springs, MO,64014,-94.26937,38.980532,29,95,14111
58,20 Gray Ave, Saint Louis, MO,63119,-90.360952,38.592381,29,189,219300
59,8309 MacKenzie Rd, Saint Louis, MO,63123,-90.321946,38.560149,29,189,219700
60,8348 S Laclede Station Rd S, Saint Louis, MO,63123,-90.340837,38.562027,29,189,219700
61,5140 Patterson Rd, Saint Louis, MO,63129,-90.333723,38.480784,29,189,220432
62,1020 S Sappington Rd, Saint Louis, MO,63126,-90.384359,38.564171,29,189,221900
63,510 W Lindenwood Ave, Sikeston, MO,63801,-89.604813,36.892001,29,201,781300
64,910 Nina St, Dexter, MO,63841,-89.969649,36.805068,29,207,470500
65,400 W Lee St, Nevada, MO,64772,-94.360296,37.843587,29,217,950300
66,901 N Olive St, Nevada, MO,64772,-94.371177,37.848009,29,217,950300
67,1500 W Ashland St, Nevada, MO,64772,-94.375554,37.845143,29,217,950300
68,185 Walnut St, Greenville, MO,63944,-90.445856,37.132688,29,223,690200
69,178 Walnut St, Greenville, MO,63944,-90.445949,37.131962,29,223,690200
70,178 Walnut St, Greenville, MO,63944,-90.445949,37.131962,29,223,690200
71,26832 Highway 129, Bucklin, MO,64631,-92.858384,39.897567,29,115,490100
72,26832 Highway 129, Bucklin, MO,64631,-92.858384,39.897567,29,115,490100
73,1100 Oak St, Chillicothe, MO,64601,-93.546089,39.798097,29,117,480300
74,1200 Fair St, Chillicothe, MO,64601,-93.559226,39.79852,29,117,480300
75,400 Bloomington St, Bevier, MO,63532,-92.561732,39.750524,29,121,960300
76,400 Bloomington St, Bevier, MO,63532,-92.561732,39.750524,29,121,960300
77,500 Union St, Hannibal, MO,63401,-91.351134,39.703701,29,127,960800
78,1405 Pearl St, Hannibal, MO,63401,-91.369816,39.702169,29,127,960800
79,114 N Spruce St, Eldon, MO,65026,-92.582985,38.35076,29,131,962900
80,101 S Pine St, Eldon, MO,65026,-92.582256,38.34964,29,131,962900
81,112 S Pine St, Eldon, MO,65026,-92.582125,38.349487,29,131,962900
82,1400 S Grand Ave, Eldon, MO,65026,-92.586692,38.339462,29,131,962900
83,409 E 15th St, Eldon, MO,65026,-92.578405,38.338928,29,131,962900
84,211 S Owen St, California, MO,65018,-92.567742,38.631644,29,135,385200
85,101 S Owen St, California, MO,65018,-92.567691,38.63292,29,135,385200
86,301 Big Spring Dr, Neosho, MO,64850,-94.369916,36.868682,29,145,20100
87,1317 W MO 84, Hayti, MO,63851,-89.765841,36.233886,29,155,470200
88,900 Washington Ave, Caruthersville, MO,63830,-89.668255,36.189935,29,155,470300
89,300 Lanning Ln, Rolla, MO,65401,-91.769996,37.931609,29,161,890800
90,402 Lanning Ln, Rolla, MO,65401,-91.771284,37.931624,29,161,890800
91,500 School St, Frankford, MO,63441,-91.319114,39.495628,29,163,460200
92,2001 NW 87th Ter, Kansas City, MO,64154,-94.601207,39.251126,29,165,30201
93,286 Eastlawn Ave, Saint Robert, MO,65584,-92.135074,37.814784,29,169,470287
94,701 E Main St, Richmond, MO,64085,-93.965972,39.278096,29,177,80200
95,2000 Elm St, St Charles, MO,63301,-90.496972,38.79212,29,183,310302
96,1950 Elm St, St Charles, MO,63301,-90.495773,38.790617,29,183,310302
97,1035 Jungs Station Rd, Saint Charles, MO,63303,-90.561075,38.741125,29,183,311147
98,1155 Jungs Station Rd, St Peters, MO,63303,-90.562544,38.74344,29,183,311147
99,1725 Thoele Rd, Saint Peters, MO,63376,-90.597669,38.763244,29,183,311331
100,1 Black Knight Dr, Farmington, MO,63640,-90.436333,37.77494,29,187,950902
101,1012 W Columbia St, Farmington, MO,63640,-90.434764,37.775498,29,187,950902
102,1012 W Columbia St, Farmington, MO,63640,-90.434764,37.775498,29,187,950902
103,13298 Bellefontaine Rd, Saint Louis, MO,63138,-90.217355,38.82226,29,189,210100
104,13315 Bellefontaine Rd, Saint Louis, MO,63138,-90.217431,38.822695,29,189,210100
105,13290 Bellefontaine Rd, Saint Louis, MO,63138,-90.217379,38.822049,29,189,210100
106,1865 Dunn Rd, Saint Louis, MO,63138,-90.233182,38.771112,29,189,210702
107,11300 Dunn Rd, Saint Louis, MO,63138,-90.23688,38.777438,29,189,210702
108,6255 Howdershell Rd, Hazelwood, MO,63042,-90.379584,38.783591,29,189,211401
109,1 Wildcat Ln, Hazelwood, MO,63042,-90.378955,38.784184,29,189,211401
110,405 Country Club Dr, Ballwin, MO,63011,-90.549429,38.610102,29,189,217807
111,803 Couch Ave, Saint Louis, MO,63122,-90.425369,38.570484,29,189,218201
112,230 Quan Ave, Saint Louis, MO,63122,-90.402701,38.596141,29,189,218500
113,1823 W 20th St, Joplin, MO,64804,-94.53454,37.070007,29,97,10900
114,302 N Broadway St, Carl Junction, MO,64834,-94.569042,37.175805,29,97,11300
115,202 N Broadway St, Carl Junction, MO,64834,-94.569145,37.17349,29,97,11300
116,301 N Broadway St, Carl Junction, MO,64834,-94.568907,37.175755,29,97,11300
117,206 S Roney St, Carl Junction, MO,64834,-94.567519,37.176579,29,97,11300
118,210 E Hall St, Carterville, MO,64835,-94.440755,37.149979,29,97,11500
119,404 E Tracy St, Webb City, MO,64870,-94.460402,37.14045,29,97,11500
120,827 E Centennial Ave, Carthage, MO,64836,-94.302256,37.161986,29,97,11700
121,1100 E Airport Dr, Carthage, MO,64836,-94.296693,37.147368,29,97,11700
122,1201 E Fairview Ave, Carthage, MO,64836,-94.296459,37.154698,29,97,11700
123,1015 W Macon St, Carthage, MO,64836,-94.323516,37.167526,29,97,11800
124,3901 Old State Hwy M, Imperial, MO,63052,-90.479428,38.367521,29,99,700107
125,4525 E 4 Ridge Rd, Imperial, MO,63052,-90.492192,38.396119,29,99,700107
126,6576 Smiley Ave, Saint Louis, MO,63139,-90.30248,38.606942,29,510,103400
127,5130 Oakland Ave, Saint Louis, MO,63110,-90.271832,38.629412,29,510,104500
128,3935 Enright Ave, Saint Louis, MO,63108,-90.238603,38.645026,29,510,111100
129,3417 Grace Ave, Saint Louis, MO,63116,-90.244744,38.595738,29,510,116301
130,100 S Garrison Ave, Saint Louis, MO,63103,-90.223034,38.631594,29,510,118400
131,310 N 15th St, Saint Louis, MO,63103,-90.20155,38.630712,29,510,125500
132,3820 N 14th St, Saint Louis, MO,63107,-90.199475,38.662771,29,510,126700
133,1008 S Spring Ave, Saint Louis, MO,63110,-90.24046,38.626724,29,510,127300
134,1008 S Spring Ave, Saint Louis, MO,63110,-90.24046,38.626724,29,510,127300
135,1465 S Grand Blvd, Saint Louis, MO,63104,-90.238592,38.621111,29,510,127300
136,1911 N Blue Mills Rd, Independence, MO,64058,-94.339131,39.137501,29,95,15100
137,1722 Holly St, Kansas City, MO,64108,-94.598107,39.092501,29,95,15300
138,6700 Corporate Dr, Kansas City, MO,64120,-94.505405,39.135766,29,95,15500
139,6700 Corporate Dr, Kansas City, MO,64120,-94.505405,39.135766,29,95,15500
140,1711 Broadway St, Kansas City, MO,64108,-94.588679,39.09279,29,95,15800
141,2400 Prospect Ave, Kansas City, MO,64127,-94.552291,39.083071,29,95,16600
142,3100 Main St, Kansas City, MO,64111,-94.585396,39.071009,29,95,16700
143,706 W 42nd St, Kansas City, MO,64111,-94.595129,39.052554,29,95,16800
144,4251 Bridger Rd, Kansas City, MO,64111,-94.593375,39.050408,29,95,16800
145,3958 Chelsea Ave, Kansas City, MO,64130,-94.527235,39.053508,29,95,17100
146,9010 Old Santa Fe Rd, Kansas City, MO,64138,-94.503435,38.961581,29,95,17400
147,4401 NE Lakewood Way, Lees Summit, MO,64064,-94.356879,38.991017,29,95,18500
148,1201 NE Colbern Rd, Lees Summit, MO,64086,-94.348596,38.945812,29,95,18600
149,905 NE Bluestem Dr, Lees Summit, MO,64086,-94.313033,38.928799,29,95,989100
150,1101 Goetz Blvd, Joplin, MO,64801,-94.467044,37.100576,29,97,10300
1980,\N,\N,\N,\N,\N,\N,\N,\N,\N
151,510 S Oronogo St, Webb City, MO,64870,-94.470093,37.140191,29,97,10300
152,6922 Rivermont Trl, House Springs, MO,63051,-90.590113,38.402515,29,99,700402
153,123 Leon Hall Pkwy, Hillsboro, MO,63050,-90.562925,38.237997,29,99,700502
154,101 Leon Hall Pkwy, Hillsboro, MO,63050,-90.562714,38.237999,29,99,700502
155,10478 Business 21, Hillsboro, MO,63050,-90.561626,38.238788,29,99,700502
156,10434 Highway BB, Hillsboro, MO,63050,-90.56913,38.234017,29,99,700502
157,6180 Highway MM, House Springs, MO,63051,-90.557431,38.402369,29,99,700503
158,1 Black Cat Dr, Herculaneum, MO,63048,-90.380222,38.26762,29,99,700601
159,1100 Mississippi Ave, Crystal City, MO,63019,-90.37832,38.230563,29,99,700700
160,600 Mississippi Ave, Crystal City, MO,63019,-90.377743,38.226087,29,99,700700
161,13 Hawk Dr, Hillsboro, MO,63050,-90.558903,38.235738,29,99,701000
162,12 Hawk Dr, Hillsboro, MO,63050,-90.55873,38.235443,29,99,701000
163,11470 Highway C, Hillsboro, MO,63050,-90.661656,38.216212,29,99,701102
164,11470 Highway C, Hillsboro, MO,63050,-90.661656,38.216212,29,99,701102
165,11470 Highway C, Hillsboro, MO,63050,-90.661656,38.216212,29,99,701102
166,731 AMVETS Dr, De Soto, MO,63020,-90.563918,38.134087,29,99,701200
167,815 AMVETS Dr, De Soto, MO,63020,-90.566802,38.134307,29,99,701200
168,1812 Rock Rd, De Soto, MO,63020,-90.573817,38.140514,29,99,701200
169,4380 Gravois Rd, House Springs, MO,63051,-90.563916,38.417614,29,99,700207
170,2901 High Ridge Blvd, High Ridge, MO,63049,-90.534649,38.462133,29,99,700304
171,400 Gibbs Ave, Pierce City, MO,65723,-93.997304,36.949174,29,109,470400
172,1010 7th St, Monett, MO,65708,-93.921052,36.930031,29,109,470400
173,200 S 4th St, Canton, MO,63435,-91.518963,40.133133,29,111,970100
174,200 S 4th St, Canton, MO,63435,-91.518963,40.133133,29,111,970100
175,188 Tomahawk Dr, Elsberry, MO,63343,-90.795219,39.162366,29,113,810100
176,138 Tomahawk Dr, Elsberry, MO,63343,-90.794207,39.162291,29,113,810100
177,1250 Dooling Hollow Rd, Festus, MO,63028,-90.340568,38.156874,29,99,701404
178,1903 S Market St, Holden, MO,64040,-93.991824,38.70308,29,101,960200
179,1901 S Main St, Holden, MO,64040,-93.990557,38.703233,29,101,960200
180,301 Eagle Dr, Holden, MO,64040,-93.987772,38.702873,29,101,960200
181,301 W Market St, Warrensburg, MO,64093,-93.745028,38.765322,29,101,960600
182,101 MO 2, Chilhowee, MO,64733,-93.780627,38.591,29,101,960900
183,101 MO 2, Chilhowee, MO,64733,-93.780627,38.591,29,101,960900
184,726 W Jefferson Ave, Conway, MO,65632,-92.830502,37.502714,29,105,960100
185,726 W Jefferson Ave, Conway, MO,65632,-92.830502,37.502714,29,105,960100
186,209 S Shiloh Ave, Conway, MO,65632,-92.832567,37.497854,29,105,960100
187,32959 Hwy 32, Falcon, MO,65470,-92.44305,37.624339,29,105,960298
188,695 Millcreek Rd, Lebanon, MO,65536,-92.654241,37.684055,29,105,960500
189,301 Hoover St, Lebanon, MO,65536,-92.676883,37.682179,29,105,960600
190,705 W 31st St, Higginsville, MO,64037,-93.726959,39.064385,29,107,90400
191,701 SW 4th St, Concordia, MO,64020,-93.575279,38.985974,29,107,90500
192,117 11th St, Concordia, MO,64020,-93.568729,38.977874,29,107,90500
193,108 S Hwy 39, Miller, MO,65707,-93.845232,37.21417,29,109,470100
194,1501 Main St, Cassville, MO,65625,-93.865817,36.683607,29,9,960500
195,1501 Main St, Cassville, MO,65625,-93.865817,36.683607,29,9,960500
196,1501 Main St, Cassville, MO,65625,-93.865817,36.683607,29,9,960500
197,1501 Main St, Cassville, MO,65625,-93.865817,36.683607,29,9,960500
198,1208 Walnut St, Golden City, MO,64748,-94.099023,37.388578,29,11,960100
199,1208 Walnut St, Golden City, MO,64748,-94.099023,37.388578,29,11,960100
200,601 N Houston St, Adrian, MO,64720,-94.348853,38.399376,29,13,70100
201,601 N Houston St, Adrian, MO,64720,-94.348853,38.399376,29,13,70100
202,1464 Boone St, Troy, MO,63379,-91.004923,38.975068,29,113,810201
203,205 W Dewey St, Brashear, MO,63533,-92.381501,40.150132,29,1,950100
204,205 W Dewey St, Brashear, MO,63533,-92.381501,40.150132,29,1,950100
205,600 Rombauer Ave, Novinger, MO,63559,-92.704283,40.234768,29,1,950200
206,600 Rombauer Ave, Novinger, MO,63559,-92.704283,40.234768,29,1,950200
207,18069 Highway 169, Cosby, MO,64436,-94.765317,39.858984,29,3,10100
208,21080 Osage St, Helena, MO,64459,-94.651672,39.914381,29,3,10400
209,35063 Highway BB, Laddonia, MO,63352,-91.646323,39.162892,29,7,950200
210,35063 Highway BB, Laddonia, MO,63352,-91.646323,39.162892,29,7,950200
211,905 N Wade St, Mexico, MO,65265,-91.890007,39.179182,29,7,950500
212,1250 W Curtis St, Mexico, MO,65265,-91.898311,39.177959,29,7,950500
213,704 W Boulevard St, Mexico, MO,65265,-91.894513,39.163339,29,7,950700
214,550 W Lakeview St, Centralia, MO,65240,-92.144321,39.204498,29,19,2000
215,849 S Jefferson St, Centralia, MO,65240,-92.134216,39.200381,29,19,2000
216,510 S Rollins St, Centralia, MO,65240,-92.138526,39.205431,29,19,2000
217,110 N Jefferson St, Centralia, MO,65240,-92.133732,39.21091,29,19,2000
218,310 N Providence Rd, Columbia, MO,65203,-92.334098,38.955769,29,19,2100
219,4720 Green Acres Rd, St Joseph, MO,64506,-94.810607,39.812013,29,21,100
220,1520 N 2nd St, St Joseph, MO,64505,-94.858171,39.777861,29,21,400
221,4 N High St, Butler, MO,64730,-94.340437,38.256807,29,13,70300
222,420 S Fulton St, Butler, MO,64730,-94.336025,38.252728,29,13,70300
223,500 Keeney St, Cole Camp, MO,65325,-93.209735,38.457277,29,15,460100
224,500 Keeney St, Cole Camp, MO,65325,-93.209735,38.457277,29,15,460100
225,500 Keeney St, Cole Camp, MO,65325,-93.209735,38.457277,29,15,460100
226,1010 Rangeline St, Columbia, MO,65201,-92.324709,38.961228,29,19,900
227,1104 N Providence Rd, Columbia, MO,65203,-92.333816,38.963074,29,19,900
1981,\N,\N,\N,\N,\N,\N,\N,\N,\N
228,1100 S Roseta Ave, Columbia, MO,65201,-92.273016,38.937015,29,19,1002
229,4200 Bethel St, Columbia, MO,65203,-92.344766,38.906036,29,19,1104
230,4203 S Providence Rd, Columbia, MO,65203,-92.335151,38.904394,29,19,1104
231,1250 E Brown School Rd, Columbia, MO,65202,-92.324409,39.000765,29,19,1400
232,108 W Craig St, Columbia, MO,65202,-92.338475,38.975941,29,19,1400
233,3700 Woodland Dr, Columbia, MO,65202,-92.297219,38.98719,29,19,1504
234,4000 Derby Ridge Dr, Columbia, MO,65202,-92.319034,38.990521,29,19,1504
235,301 McKinley Ave, Fisk, MO,63940,-90.209094,36.78185,29,23,950100
236,711 Nickey St, Poplar Bluff, MO,63901,-90.400556,36.741268,29,23,950700
237,400 W Colfax St, Breckenridge, MO,64625,-93.804602,39.757777,29,25,950100
238,400 W Colfax St, Breckenridge, MO,64625,-93.804602,39.757777,29,25,950100
239,400 Bobcat Ave, Braymer, MO,64624,-93.802468,39.589422,29,25,950100
240,400 Bobcat Ave, Braymer, MO,64624,-93.802468,39.589422,29,25,950100
241,7650 NW Harley Rd, Hamilton, MO,64644,-94.002951,39.754297,29,25,950200
242,903 N Davis St, Hamilton, MO,64644,-93.998274,39.751815,29,25,950200
243,4171 County Rd 240, Kingdom City, MO,65262,-92.006306,38.971058,29,27,70100
244,908 Wood St, Fulton, MO,65251,-91.935117,38.853478,29,27,70300
245,1 Hornet Dr, Fulton, MO,65251,-91.943507,38.873229,29,27,70300
246,403 E 10th St, Fulton, MO,65251,-91.941728,38.855636,29,27,70300
247,603 S Business 54, Fulton, MO,65251,-91.952364,38.838409,29,27,70400
248,2602 Gene Field Rd, St Joseph, MO,64506,-94.829236,39.791948,29,21,500
249,3312 Beck Rd, St Joseph, MO,64506,-94.810425,39.785932,29,21,600
250,3510 Frederick Ave, St Joseph, MO,64506,-94.808392,39.776887,29,21,600
251,3434 Faraon St, St Joseph, MO,64506,-94.812494,39.769636,29,21,600
252,720 N Noyes Blvd, St Joseph, MO,64506,-94.824903,39.773153,29,21,900
253,2602 Edmond St, St Joseph, MO,64501,-94.828404,39.765866,29,21,900
254,515 N 22nd St, St Joseph, MO,64501,-94.834092,39.770467,29,21,900
255,2509 Duncan St, St Joseph, MO,64507,-94.830122,39.751684,29,21,1500
256,2900 Scott St, St Joseph, MO,64507,-94.823403,39.748898,29,21,1500
257,5655 S 4th St, St Joseph, MO,64504,-94.855163,39.716225,29,21,2300
258,6401 Gordon Ave, St Joseph, MO,64504,-94.86524,39.710823,29,21,2500
259,1360 Randol Ave, Cape Girardeau, MO,63701,-89.554492,37.327549,29,31,881200
260,2880 Hopper Rd, Cape Girardeau, MO,63701,-89.567662,37.321292,29,31,881200
261,1080 S Silver Springs Rd, Cape Girardeau, MO,63703,-89.564698,37.271171,29,31,881500
262,1000 S Silver Springs Rd, Cape Girardeau, MO,63703,-89.565522,37.272161,29,31,881500
263,3445 Armstrong Dr, Cape Girardeau, MO,63703,-89.576416,37.286475,29,31,881500
264,306 N Jefferson St, Carrollton, MO,64633,-93.494166,39.362092,29,33,960300
265,207 E 9th St, Carrollton, MO,64633,-93.493005,39.368178,29,33,960300
266,24 S Herren Ave, Ellsinore, MO,63937,-90.747017,36.934658,29,35,960100
267,24 S Herren Ave, Ellsinore, MO,63937,-90.747017,36.934658,29,35,960100
268,24 S Herren Ave, Ellsinore, MO,63937,-90.747017,36.934658,29,35,960100
269,405 Westover Rd, Belton, MO,64012,-94.544264,38.822295,29,37,60001
270,801 W North Ave, Belton, MO,64012,-94.552258,38.815699,29,37,60202
271,409 Colbern St, Belton, MO,64012,-94.537478,38.809019,29,37,60202
272,107 Pirate Pkwy, Belton, MO,64012,-94.535509,38.807359,29,37,60202
273,109 W Cambridge Rd, Belton, MO,64012,-94.53544,38.800116,29,37,60202
274,106 S Hillcrest Rd, Belton, MO,64012,-94.541536,38.814988,29,37,60202
275,1501 Creekmoor Dr, Raymore, MO,64083,-94.480167,38.829541,29,37,60301
276,100 S Foxridge Dr, Raymore, MO,64083,-94.479793,38.805973,29,37,60301
277,2715 State Road AA, Holts Summit, MO,65043,-92.093877,38.665083,29,27,70700
278,172 DARE Blvd, Camdenton, MO,65020,-92.734426,38.005944,29,29,950500
279,172 DARE Blvd, Camdenton, MO,65020,-92.734426,38.005944,29,29,950500
280,119 Nort Dr, Climax Springs, MO,65324,-93.049581,38.105024,29,29,950700
281,119 Nort Dr, Climax Springs, MO,65324,-93.049581,38.105024,29,29,950700
282,88 Laker Ln, Camdenton, MO,65020,-92.804255,37.988153,29,29,950800
283,275 Green Gable Dr, Macks Creek, MO,65786,-92.875179,37.95064,29,29,950800
284,653 State Hwy Z, Gordonville, MO,63701,-89.676573,37.311149,29,31,880300
285,1829 N Sprigg St, Cape Girardeau, MO,63701,-89.523776,37.328117,29,31,880600
286,751 W Chestnut St, Kahoka, MO,63445,-91.727766,40.422536,29,45,950300
287,680 E Main St, Kahoka, MO,63445,-91.711889,40.420209,29,45,950300
288,384 N Jefferson St, Kahoka, MO,63445,-91.723242,40.423227,29,45,950300
289,4100 N Briarcliff Rd, Kansas City, MO,64116,-94.586882,39.167889,29,47,20202
290,5100 N Highland Ave, Kansas City, MO,64118,-94.558745,39.186311,29,47,20300
291,3701 N Jackson Ave, Kansas City, MO,64117,-94.530488,39.159977,29,47,20602
292,4700 NE Parvin Rd, Kansas City, MO,64117,-94.524498,39.166558,29,47,20602
293,1900 Clay Dr, Liberty, MO,64068,-94.45219,39.227061,29,47,20801
294,2100 NE 65th St, Gladstone, MO,64118,-94.554059,39.21034,29,47,21102
295,3220 NE 67th Ter, Gladstone, MO,64119,-94.541456,39.215803,29,47,21102
296,8100 N Troost Ave, Kansas City, MO,64118,-94.566796,39.241472,29,47,21206
297,500 NE 83rd St, Kansas City, MO,64118,-94.57524,39.245137,29,47,21206
298,545 NE 106th St, Kansas City, MO,64155,-94.57095,39.285611,29,47,21306
299,9600 NE 79th St, Kansas City, MO,64158,-94.472738,39.238125,29,47,21307
300,101 N Meghan Dr, Harrisonville, MO,64701,-94.325238,38.65456,29,37,60800
301,1600 E Elm St, Harrisonville, MO,64701,-94.336053,38.657096,29,37,60904
302,1504 E Elm St, Harrisonville, MO,64701,-94.336685,38.657114,29,37,60904
303,207 S 4th St, Drexel, MO,64742,-94.605296,38.478262,29,37,61100
1982,\N,\N,\N,\N,\N,\N,\N,\N,\N
1983,\N,\N,\N,\N,\N,\N,\N,\N,\N
304,207 S 4th St, Drexel, MO,64742,-94.605296,38.478262,29,37,61100
305,302 W State Route A, Archie, MO,64725,-94.356172,38.483421,29,37,61200
306,302 W State Route A, Archie, MO,64725,-94.356172,38.483421,29,37,61200
307,901 S Grand Ave, El Dorado Springs, MO,64744,-94.019478,37.867717,29,39,870200
308,901 S Grand Ave, El Dorado Springs, MO,64744,-94.019478,37.867717,29,39,870200
309,901 S Grand Ave, El Dorado Springs, MO,64744,-94.019478,37.867717,29,39,870200
310,118 W Mount Vernon Rd, Billings, MO,65610,-93.555022,37.061152,29,43,20101
311,118 W Mount Vernon Rd, Billings, MO,65610,-93.555022,37.061152,29,43,20101
312,103 S Public Ave, Clever, MO,65631,-93.473228,37.030257,29,43,20102
313,301 S Main St, Nixa, MO,65714,-93.294885,37.041177,29,43,20204
314,220 S Gregg Rd, Nixa, MO,65714,-93.317508,37.042743,29,43,20205
315,2449 E Hartley St, Ozark, MO,65721,-93.177475,37.007003,29,43,20302
316,7090 State Highway 125 S, Chadwick, MO,65629,-93.055988,36.937484,29,43,20500
317,7090 State Highway 125 S, Chadwick, MO,65629,-93.055988,36.937484,29,43,20500
318,223 Kentling Ave, Highlandville, MO,65669,-93.282248,36.932934,29,43,20500
319,13111 Park St, Russellville, MO,65074,-92.441874,38.507904,29,51,20500
320,13111 Park St, Russellville, MO,65074,-92.441874,38.507904,29,51,20500
321,1216 E Morgan St, Boonville, MO,65233,-92.733087,38.977715,29,53,950200
322,1216 E Morgan St, Boonville, MO,65233,-92.733087,38.977715,29,53,950200
323,814 Locust St, Boonville, MO,65233,-92.738757,38.973388,29,53,950200
324,1694 W Ashley Rd, Boonville, MO,65233,-92.773408,38.93862,29,53,950300
325,1690 W Ashley Rd, Boonville, MO,65233,-92.773354,38.938674,29,53,950300
326,1700 W Ashley Rd, Boonville, MO,65233,-92.773514,38.938516,29,53,950300
327,500 E Main St, Bunceton, MO,65237,-92.793141,38.78821,29,53,950500
328,500 E Main St, Bunceton, MO,65237,-92.793141,38.78821,29,53,950500
329,357 Jost St, Bourbon, MO,65441,-91.254508,38.149501,29,55,450102
330,363 Jost St, Bourbon, MO,65441,-91.254571,38.149504,29,55,450102
